ID,Gene.symbol,Gene.title
ILMN_1752746,,
ILMN_2119937,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3
ILMN_1657711,,
ILMN_3242139,,
ILMN_1711611,,
ILMN_1680349,RIBC2,RIB43A domain with coiled-coils 2
ILMN_2352042,MRPL4,mitochondrial ribosomal protein L4
ILMN_3247848,SPACA6,sperm acrosome associated 6
ILMN_3240420,USP18,ubiquitin specific peptidase 18
ILMN_1833004,,
ILMN_3267012,,
ILMN_2400874,SCYL1,SCY1 like pseudokinase 1
ILMN_1739297,GALNT4,polypeptide N-acetylgalactosaminyltransferase 4
ILMN_3238364,PLGLB2,plasminogen-like B2
ILMN_1731777,NTRK1,neurotrophic receptor tyrosine kinase 1
ILMN_1662964,PRMT3,protein arginine methyltransferase 3
ILMN_2414268,COLEC11,collectin subfamily member 11
ILMN_1651259,,
ILMN_2383893,FBXO24,F-box protein 24
ILMN_1745005,GGCT,gamma-glutamylcyclotransferase
ILMN_3297915,,
ILMN_1665372,FXYD3,FXYD domain containing ion transport regulator 3
ILMN_1743711,,
ILMN_2217928,MBD5,methyl-CpG binding domain protein 5
ILMN_1652436,,
ILMN_3308683,PKD1P1,"polycystin 1, transient receptor potential channel interacting pseudogene 1"
ILMN_1768576,,
ILMN_2326197,FGL1,fibrinogen like 1
ILMN_2101034,CAPN12,calpain 12
ILMN_1723815,NPEPPS,aminopeptidase puromycin sensitive
ILMN_1795428,WDR59,WD repeat domain 59
ILMN_1658964,,
ILMN_2415128,ZNF703,zinc finger protein 703
ILMN_3308642,MIR597,microRNA 597
ILMN_1758831,RNF31,ring finger protein 31
ILMN_1877421,LOC105378397,uncharacterized LOC105378397
ILMN_1795077,,
ILMN_1780411,KRTAP13-3,keratin associated protein 13-3
ILMN_1810488,NFYC,nuclear transcription factor Y subunit gamma
ILMN_1729851,ODAM,"odontogenic, ameloblast asssociated"
ILMN_1676613,AKAIN1,A kinase (PRKA) anchor inhibitor 1
ILMN_1765341,,
ILMN_1764201,MAP2,microtubule associated protein 2
ILMN_1747725,MLC1,megalencephalic leukoencephalopathy with subcortical cysts 1
ILMN_1745884,,
ILMN_1754920,C6orf58,chromosome 6 open reading frame 58
ILMN_3237334,,
ILMN_1802380,RERE,arginine-glutamic acid dipeptide repeats
ILMN_1783469,,
ILMN_1794672,C9orf47,chromosome 9 open reading frame 47
ILMN_3308445,MIR642A,microRNA 642a
ILMN_1687387,MGST1,microsomal glutathione S-transferase 1
ILMN_2388975,,
ILMN_1807413,,
ILMN_1685260,DNM1L,dynamin 1 like
ILMN_3305169,,
ILMN_3234202,,
ILMN_2242013,PRAMEF10,PRAME family member 10
ILMN_2324162,SLC45A1,solute carrier family 45 member 1
ILMN_2044453,LPAR5,lysophosphatidic acid receptor 5
ILMN_2134130,FLG,filaggrin
ILMN_1862302,TMF1,TATA element modulatory factor 1
ILMN_1903049,TAPT1-AS1,TAPT1 antisense RNA 1 (head to head)
ILMN_1896496,,
ILMN_1662953,,
ILMN_1695807,DYRK3,dual specificity tyrosine phosphorylation regulated kinase 3
ILMN_1720983,PCDH11X,protocadherin 11 X-linked
ILMN_2249552,GTF2A1,general transcription factor IIA subunit 1
ILMN_3279863,,
ILMN_1775686,,
ILMN_1850583,,
ILMN_1675898,SH3BP5,SH3 domain binding protein 5
ILMN_3244114,DHRS11,dehydrogenase/reductase 11
ILMN_1802974,ZNF572,zinc finger protein 572
ILMN_1660283,H2BFWT,"H2B histone family member W, testis specific"
ILMN_1764308,,
ILMN_1753976,,
ILMN_1656200,KATNAL2,katanin catalytic subunit A1 like 2
ILMN_3187458,,
ILMN_1773388,KIAA0226L,KIAA0226 like
ILMN_1738712,GPR180,G protein-coupled receptor 180
ILMN_1693494,CMTM1,CKLF like MARVEL transmembrane domain containing 1
ILMN_2381296,GSTZ1,glutathione S-transferase zeta 1
ILMN_1653833,,
ILMN_2203453,MSH2,mutS homolog 2
ILMN_2292576,TMEM151A,transmembrane protein 151A
ILMN_1902872,,
ILMN_2266962,GYPE,glycophorin E (MNS blood group)
ILMN_2068874,AATK,apoptosis associated tyrosine kinase
ILMN_1762624,,
ILMN_2279367,,
ILMN_3165363,,
ILMN_1706749,,
ILMN_1693471,KLHL35,kelch like family member 35
ILMN_1701655,SLC8B1,solute carrier family 8 member B1
ILMN_1844464,,
ILMN_1683849,,
ILMN_1660718,GABBR2,gamma-aminobutyric acid type B receptor subunit 2
ILMN_1911873,,
ILMN_2230530,PHF8,PHD finger protein 8
ILMN_1749304,,
ILMN_3277826,,
ILMN_1788832,MIB1,mindbomb E3 ubiquitin protein ligase 1
ILMN_3236321,C2CD4C,C2 calcium dependent domain containing 4C
ILMN_3244717,,
ILMN_1762181,GRK4,G protein-coupled receptor kinase 4
ILMN_2311278,ADD3,adducin 3
ILMN_1688541,,
ILMN_1799848,ANKRD22,ankyrin repeat domain 22
ILMN_1751378,RARS,arginyl-tRNA synthetase
ILMN_1677018,HOXA4,homeobox A4
ILMN_2106656,BLZF1,basic leucine zipper nuclear factor 1
ILMN_2366445,KRT80,keratin 80
ILMN_2399463,VAV3,vav guanine nucleotide exchange factor 3
ILMN_1717420,UBE2W,ubiquitin conjugating enzyme E2 W (putative)
ILMN_1664779,FBXO18,"F-box protein, helicase, 18"
ILMN_1701774,AP3M1,adaptor related protein complex 3 mu 1 subunit
ILMN_1912611,FLJ41130,uncharacterized LOC401113
ILMN_1791596,,
ILMN_1713534,LDB3,LIM domain binding 3
ILMN_1812995,CTSL,cathepsin L
ILMN_1717572,PGA5,"pepsinogen 5, group I (pepsinogen A)"
ILMN_3310291,MIR645,microRNA 645
ILMN_1683232,FAM221B,family with sequence similarity 221 member B
ILMN_1758692,CTNNA3,catenin alpha 3
ILMN_2329290,TRIM10,tripartite motif containing 10
ILMN_1695746,,
ILMN_1722218,MBOAT7,membrane bound O-acyltransferase domain containing 7
ILMN_2066534,TMEM74,transmembrane protein 74
ILMN_1830069,,
ILMN_1718565,CDKN1C,cyclin dependent kinase inhibitor 1C
ILMN_3205364,,
ILMN_1794150,,
ILMN_1916588,,
ILMN_3301021,,
ILMN_1681837,POLR3A,RNA polymerase III subunit A
ILMN_1769406,PIAS2,protein inhibitor of activated STAT 2
ILMN_3246962,SPECC1L,sperm antigen with calponin homology and coiled-coil domains 1 like
ILMN_1775853,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1"
ILMN_2095114,PCDHB11,protocadherin beta 11
ILMN_1672108,,
ILMN_1656303,SNORD28,"small nucleolar RNA, C/D box 28"
ILMN_1761072,,
ILMN_1751760,BCAS2,breast carcinoma amplified sequence 2
ILMN_1873107,CEP19,centrosomal protein 19
ILMN_1735617,,
ILMN_3241159,POTED,POTE ankyrin domain family member D
ILMN_1745826,,
ILMN_2289424,ANKRD20A3,ankyrin repeat domain 20 family member A3
ILMN_1861380,,
ILMN_3175358,,
ILMN_1808546,,
ILMN_3309414,MIR519B,microRNA 519b
ILMN_1805823,BANF2,barrier to autointegration factor 2
ILMN_1700213,MMP17,matrix metallopeptidase 17
ILMN_1875332,,
ILMN_1770410,,
ILMN_1669888,CSTA,cystatin A
ILMN_1837710,,
ILMN_1659257,,
ILMN_2054297,PTGS2,prostaglandin-endoperoxide synthase 2
ILMN_1659854,PRPF40A,pre-mRNA processing factor 40 homolog A
ILMN_1760120,ZNF284,zinc finger protein 284
ILMN_3246459,,
ILMN_3262629,,
ILMN_1717557,LECT2,leukocyte cell derived chemotaxin 2
ILMN_1656909,RGPD5,RANBP2-like and GRIP domain containing 5
ILMN_2284113,FAM212B,family with sequence similarity 212 member B
ILMN_3248051,,
ILMN_1745107,,
ILMN_1729976,CHAMP1,chromosome alignment maintaining phosphoprotein 1
ILMN_2122848,FAM83G,family with sequence similarity 83 member G
ILMN_3240943,,
ILMN_1860722,,
ILMN_3187206,,
ILMN_1743503,,
ILMN_1741059,SCN1A,sodium voltage-gated channel alpha subunit 1
ILMN_3251379,SLC35E1,solute carrier family 35 member E1
ILMN_1916228,,
ILMN_2221066,VDAC2,voltage dependent anion channel 2
ILMN_1689560,,
ILMN_1879150,LINC00560,long intergenic non-protein coding RNA 560
ILMN_1866300,,
ILMN_1808793,,
ILMN_1810228,TTF2,transcription termination factor 2
ILMN_2266595,LILRA5,leukocyte immunoglobulin like receptor A5
ILMN_1853705,,
ILMN_1716991,ARHGAP42,Rho GTPase activating protein 42
ILMN_2045576,GAS2L2,growth arrest specific 2 like 2
ILMN_1733462,HSD3B2,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"
ILMN_3244749,,
ILMN_1688346,ZNF800,zinc finger protein 800
ILMN_1729385,,
ILMN_1715907,,
ILMN_2059211,TMEM94,transmembrane protein 94
ILMN_1685387,PIGR,polymeric immunoglobulin receptor
ILMN_1783985,COQ6,"coenzyme Q6, monooxygenase"
ILMN_1815570,HOXA6,homeobox A6
ILMN_3247993,,
ILMN_1773645,GMPPB,GDP-mannose pyrophosphorylase B
ILMN_1786972,SARS,seryl-tRNA synthetase
ILMN_2184262,OAS3,2'-5'-oligoadenylate synthetase 3
ILMN_1671125,,
ILMN_3248747,,
ILMN_1895223,,
ILMN_1699989,BNIPL,BCL2 interacting protein like
ILMN_1738418,SPEF1,sperm flagellar 1
ILMN_1742782,GPANK1,G-patch domain and ankyrin repeats 1
ILMN_1796430,PSMD3,"proteasome 26S subunit, non-ATPase 3"
ILMN_2335198,NCOA1,nuclear receptor coactivator 1
ILMN_2258897,GNAL,G protein subunit alpha L
ILMN_1896471,,
ILMN_1751199,,
ILMN_1789750,ZNF41,zinc finger protein 41
ILMN_1656630,,
ILMN_1674992,,
ILMN_3310181,MIR302E,microRNA 302e
ILMN_3229397,,
ILMN_1663665,CFAP77,cilia and flagella associated protein 77
ILMN_1718603,CYP4F8,cytochrome P450 family 4 subfamily F member 8
ILMN_1797082,SNX13,sorting nexin 13
ILMN_1673330,GRK2,G protein-coupled receptor kinase 2
ILMN_1736847,MED8,mediator complex subunit 8
ILMN_1800445,NEK10,NIMA related kinase 10
ILMN_3251207,TMEM19,transmembrane protein 19
ILMN_1778457,IL18,interleukin 18
ILMN_1755487,TTC28,tetratricopeptide repeat domain 28
ILMN_1669605,,
ILMN_2080751,ADNP2,ADNP homeobox 2
ILMN_1765714,UBE2E3,ubiquitin conjugating enzyme E2 E3
ILMN_1693392,RGAG4,retrotransposon gag domain containing 4
ILMN_1664541,,
ILMN_1765621,HDGF,hepatoma-derived growth factor
ILMN_1758864,VNN2,vanin 2
ILMN_2206554,SLC35F5,solute carrier family 35 member F5
ILMN_1901974,AMZ1,archaelysin family metallopeptidase 1
ILMN_1656181,,
ILMN_1737576,RASA1,RAS p21 protein activator 1
ILMN_1725896,AMIGO2,adhesion molecule with Ig like domain 2
ILMN_1762046,ZNF551,zinc finger protein 551
ILMN_3262193,,
ILMN_1716682,,
ILMN_3284994,,
ILMN_1737563,RS1,retinoschisin 1
ILMN_1807514,ZNF394,zinc finger protein 394
ILMN_2118864,RAB1A,"RAB1A, member RAS oncogene family"
ILMN_3227407,,
ILMN_1764945,AP3D1,adaptor related protein complex 3 delta 1 subunit
ILMN_2186846,TSPY1,"testis specific protein, Y-linked 1"
ILMN_1656638,BHMT,betaine--homocysteine S-methyltransferase
ILMN_1688106,,
ILMN_3272299,,
ILMN_1695763,PDIA5,protein disulfide isomerase family A member 5
ILMN_3245452,FAM149B1,family with sequence similarity 149 member B1
ILMN_1795484,PGC,progastricsin
ILMN_2100834,ZNF528,zinc finger protein 528
ILMN_1675657,,
ILMN_1752269,ACSS1,acyl-CoA synthetase short-chain family member 1
ILMN_1910028,,
ILMN_1778890,LRR1,leucine rich repeat protein 1
ILMN_1759211,,
ILMN_1673805,GIP,gastric inhibitory polypeptide
ILMN_1742781,KIRREL,kin of IRRE like (Drosophila)
ILMN_2153332,ATXN1,ataxin 1
ILMN_1754988,N6AMT1,N-6 adenine-specific DNA methyltransferase 1 (putative)
ILMN_1688611,,
ILMN_3302625,,
ILMN_1680683,BCR,"BCR, RhoGEF and GTPase activating protein"
ILMN_1831826,,
ILMN_1665621,,
ILMN_1702663,,
ILMN_3197652,ERI2,ERI1 exoribonuclease family member 2
ILMN_1670692,LPAR4,lysophosphatidic acid receptor 4
ILMN_1793659,TUBA8,tubulin alpha 8
ILMN_1697827,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
ILMN_3187763,,
ILMN_1669377,AP4B1,adaptor related protein complex 4 beta 1 subunit
ILMN_1722824,TEAD4,TEA domain transcription factor 4
ILMN_2357382,TERF1,telomeric repeat binding factor 1
ILMN_3202729,,
ILMN_3243603,NRADDP,"neurotrophin receptor associated death domain, pseudogene"
ILMN_1727965,ALDH3B1,aldehyde dehydrogenase 3 family member B1
ILMN_1826914,,
ILMN_1697267,PRKCZ,protein kinase C zeta
ILMN_1786597,,
ILMN_3303295,,
ILMN_1699323,,
ILMN_1750633,,
ILMN_1690050,TNNI1,"troponin I1, slow skeletal type"
ILMN_1675651,MAGEA6,MAGE family member A6
ILMN_1768814,KLHL6,kelch like family member 6
ILMN_1741617,SCRT1,scratch family transcriptional repressor 1
ILMN_1680192,APOBEC3A,apolipoprotein B mRNA editing enzyme catalytic subunit 3A
ILMN_1714000,NXPH3,neurexophilin 3
ILMN_1707887,,
ILMN_1690859,,
ILMN_1688154,MST1R,macrophage stimulating 1 receptor
ILMN_1678877,,
ILMN_2117736,MGAT4C,MGAT4 family member C
ILMN_2159290,AARD,alanine and arginine rich domain containing protein
ILMN_1695490,PLD4,phospholipase D family member 4
ILMN_1670923,FAM166A,family with sequence similarity 166 member A
ILMN_2217630,CDKL3,cyclin dependent kinase like 3
ILMN_1665022,SMN1,"survival of motor neuron 1, telomeric"
ILMN_3232753,,
ILMN_1725311,GCGR,glucagon receptor
ILMN_1668067,CDK18,cyclin dependent kinase 18
ILMN_1698777,ADCK1,aarF domain containing kinase 1
ILMN_1754186,,
ILMN_1748473,GIMAP4,"GTPase, IMAP family member 4"
ILMN_1813517,DISP2,dispatched RND transporter family member 2
ILMN_3238841,PRR23A,proline rich 23A
ILMN_3307791,FAM69A,family with sequence similarity 69 member A
ILMN_1693001,,
ILMN_1814823,FTL,ferritin light chain
ILMN_1679482,TUBA3C,tubulin alpha 3c
ILMN_1803673,MISP3,MISP family member 3
ILMN_1804137,ATP11C,ATPase phospholipid transporting 11C
ILMN_1764090,AK4,adenylate kinase 4
ILMN_1809520,OR10A4,olfactory receptor family 10 subfamily A member 4
ILMN_2228196,TBC1D32,TBC1 domain family member 32
ILMN_1689710,DRC7,dynein regulatory complex subunit 7
ILMN_1772123,ACACA,acetyl-CoA carboxylase alpha
ILMN_1707979,CARD17,caspase recruitment domain family member 17
ILMN_2052686,LCA5,"LCA5, lebercilin"
ILMN_3242663,SPATA31D3,SPATA31 subfamily D member 3
ILMN_1797892,SCN11A,sodium voltage-gated channel alpha subunit 11
ILMN_1887177,,
ILMN_2394161,ST8SIA4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
ILMN_3271872,,
ILMN_1793486,,
ILMN_2071429,TTC39B,tetratricopeptide repeat domain 39B
ILMN_2267990,MAGEA11,MAGE family member A11
ILMN_1756289,PPP1R12B,protein phosphatase 1 regulatory subunit 12B
ILMN_1670611,MFSD6L,major facilitator superfamily domain containing 6 like
ILMN_1692058,NDN,"necdin, MAGE family member"
ILMN_1669310,RHOT2,ras homolog family member T2
ILMN_3247743,,
ILMN_1696781,GRIFIN,galectin-related inter-fiber protein
ILMN_1705630,ECSCR,endothelial cell surface expressed chemotaxis and apoptosis regulator
ILMN_2120631,TPRXL,tetrapeptide repeat homeobox like
ILMN_1691719,GGN,gametogenetin
ILMN_1673337,PMS2CL,PMS2 C-terminal like pseudogene
ILMN_1780898,PRKCH,protein kinase C eta
ILMN_1805730,C4orf17,chromosome 4 open reading frame 17
ILMN_1693136,VTI1B,vesicle transport through interaction with t-SNAREs 1B
ILMN_1770515,UBE2V2,ubiquitin conjugating enzyme E2 V2
ILMN_1690520,,
ILMN_2347424,MBOAT2,membrane bound O-acyltransferase domain containing 2
ILMN_1665094,SPTLC1,serine palmitoyltransferase long chain base subunit 1
ILMN_2294294,CEP63,centrosomal protein 63
ILMN_2232157,PRELID3A,PRELI domain containing 3A
ILMN_1735958,METTL2B,methyltransferase like 2B
ILMN_2358914,SLC35C2,solute carrier family 35 member C2
ILMN_1877209,,
ILMN_1737912,GLRX2,glutaredoxin 2
ILMN_1674827,FAM124A,family with sequence similarity 124 member A
ILMN_2226403,OR4Q3,olfactory receptor family 4 subfamily Q member 3
ILMN_3205603,,
ILMN_2404903,PDPN,podoplanin
ILMN_2051113,MYH1,myosin heavy chain 1
ILMN_1900734,ITCH-IT1,ITCH intronic transcript 1
ILMN_2361991,,
ILMN_1798885,SLC35A2,solute carrier family 35 member A2
ILMN_1771066,PCDHB16,protocadherin beta 16
ILMN_1712291,MICALL2,MICAL like 2
ILMN_2096784,TFAP2C,transcription factor AP-2 gamma
ILMN_1767837,GOLT1B,golgi transport 1B
ILMN_1863099,,
ILMN_1768510,MAN2B2,mannosidase alpha class 2B member 2
ILMN_3180807,,
ILMN_3244030,OXNAD1,oxidoreductase NAD binding domain containing 1
ILMN_3218538,,
ILMN_1728371,,
ILMN_3239739,,
ILMN_1675428,PCDHGC3,"protocadherin gamma subfamily C, 3"
ILMN_1748019,OR10W1,olfactory receptor family 10 subfamily W member 1
ILMN_1700611,,
ILMN_1781654,,
ILMN_2113938,TOR1AIP2,torsin 1A interacting protein 2
ILMN_1754195,RPL31,ribosomal protein L31
ILMN_1805952,SYT15,synaptotagmin 15
ILMN_1778507,,
ILMN_1680037,FAM65A,family with sequence similarity 65 member A
ILMN_1714700,TRIB2,tribbles pseudokinase 2
ILMN_3221751,,
ILMN_1662917,LMO1,LIM domain only 1
ILMN_1656545,,
ILMN_1737940,PCDHGB7,"protocadherin gamma subfamily B, 7"
ILMN_1704380,INCA1,"inhibitor of CDK, cyclin A1 interacting protein 1"
ILMN_3236728,GRXCR2,glutaredoxin and cysteine rich domain containing 2
ILMN_2246510,TSC1,tuberous sclerosis 1
ILMN_1668442,,
ILMN_2112524,RNF149,ring finger protein 149
ILMN_1811235,SLC25A25,solute carrier family 25 member 25
ILMN_1769566,ATG3,autophagy related 3
ILMN_3241985,SNORA13,"small nucleolar RNA, H/ACA box 13"
ILMN_1726049,,
ILMN_1725379,DPP6,dipeptidyl peptidase like 6
ILMN_1764037,,
ILMN_2261973,DPH3,diphthamide biosynthesis 3
ILMN_1875581,,
ILMN_1749709,NDUFB11,NADH:ubiquinone oxidoreductase subunit B11
ILMN_1671206,,
ILMN_1743065,HACD3,3-hydroxyacyl-CoA dehydratase 3
ILMN_1695002,PKIB,"protein kinase (cAMP-dependent, catalytic) inhibitor beta"
ILMN_2231189,MFSD14A,major facilitator superfamily domain containing 14A
ILMN_3246821,MYO1H,myosin IH
ILMN_1812805,,
ILMN_1715639,,
ILMN_1663370,CCDC62,coiled-coil domain containing 62
ILMN_1672197,,
ILMN_1706690,KHK,ketohexokinase
ILMN_1682034,HEY2,hes related family bHLH transcription factor with YRPW motif 2
ILMN_1804479,MRPL18,mitochondrial ribosomal protein L18
ILMN_1785821,TDP2,tyrosyl-DNA phosphodiesterase 2
ILMN_1777170,FAM183A,family with sequence similarity 183 member A
ILMN_1721727,USP6,ubiquitin specific peptidase 6
ILMN_3267523,,
ILMN_1738362,RNF19A,"ring finger protein 19A, RBR E3 ubiquitin protein ligase"
ILMN_2366714,UQCR10,"ubiquinol-cytochrome c reductase, complex III subunit X"
ILMN_3256184,,
ILMN_3309579,MIR301B,microRNA 301b
ILMN_1720440,HELQ,"helicase, POLQ-like"
ILMN_2196078,SLAMF6,SLAM family member 6
ILMN_1777437,LEXM,lymphocyte expansion molecule
ILMN_2210739,,
ILMN_1746579,UBE2O,ubiquitin conjugating enzyme E2 O
ILMN_1801158,,
ILMN_1668072,PGAM2,phosphoglycerate mutase 2
ILMN_1692623,ADGRL3,adhesion G protein-coupled receptor L3
ILMN_1822458,,
ILMN_1707372,RNF187,ring finger protein 187
ILMN_1867964,,
ILMN_1908986,,
ILMN_1735364,ANKFY1,ankyrin repeat and FYVE domain containing 1
ILMN_1778843,,
ILMN_1878007,FUT9,fucosyltransferase 9
ILMN_3191746,BCAR4,breast cancer anti-estrogen resistance 4 (non-protein coding)
ILMN_3237304,DPY19L2P1,DPY19L2 pseudogene 1
ILMN_1834190,,
ILMN_1690839,PLPP7,phospholipid phosphatase 7 (inactive)
ILMN_1702265,HDHD2,haloacid dehalogenase like hydrolase domain containing 2
ILMN_1772731,HAGH,hydroxyacylglutathione hydrolase
ILMN_1782560,CD86,CD86 molecule
ILMN_1705750,TGM2,transglutaminase 2
ILMN_3256751,,
ILMN_1702072,RAG2,recombination activating gene 2
ILMN_3287784,,
ILMN_1795811,ASB2,ankyrin repeat and SOCS box containing 2
ILMN_2347999,IFNAR2,interferon alpha and beta receptor subunit 2
ILMN_1694757,CTSL,cathepsin L
ILMN_1782800,ARPP21,cAMP regulated phosphoprotein 21
ILMN_1669458,,
ILMN_1677347,MTUS2,microtubule associated tumor suppressor candidate 2
ILMN_1736412,AMHR2,anti-Mullerian hormone receptor type 2
ILMN_1664083,,
ILMN_1702609,B3GNT5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
ILMN_3287106,,
ILMN_3211343,,
ILMN_3272243,,
ILMN_2224619,GNRHR2,gonadotropin releasing hormone receptor 2 (pseudogene)
ILMN_3308763,MIR377,microRNA 377
ILMN_3240038,,
ILMN_2198812,FDX1,ferredoxin 1
ILMN_2230178,DAND5,DAN domain BMP antagonist family member 5
ILMN_3241309,,
ILMN_1662524,CXCR1,C-X-C motif chemokine receptor 1
ILMN_1706553,SMG7,"SMG7, nonsense mediated mRNA decay factor"
ILMN_1690664,P2RY2,purinergic receptor P2Y2
ILMN_1669565,,
ILMN_2373137,C9orf172,chromosome 9 open reading frame 172
ILMN_1691809,PSMA1,proteasome subunit alpha 1
ILMN_1699925,TGM5,transglutaminase 5
ILMN_1701170,BARX2,BARX homeobox 2
ILMN_1868594,,
ILMN_3185144,,
ILMN_1786050,RBBP9,"RB binding protein 9, serine hydrolase"
ILMN_2304289,GRIP1,glutamate receptor interacting protein 1
ILMN_1807078,,
ILMN_3244338,,
ILMN_3177285,HNRNPR,heterogeneous nuclear ribonucleoprotein R
ILMN_1898023,LOC100131174,uncharacterized LOC100131174
ILMN_1739164,CDC14A,cell division cycle 14A
ILMN_1752107,,
ILMN_2358647,FBXO21,F-box protein 21
ILMN_1707965,,
ILMN_1658709,LAMB1,laminin subunit beta 1
ILMN_1716446,BCL10,B-cell CLL/lymphoma 10
ILMN_3299330,SCGB1B2P,"secretoglobin family 1B member 2, pseudogene"
ILMN_1754234,ZMYND11,zinc finger MYND-type containing 11
ILMN_3310588,MIR623,microRNA 623
ILMN_2240457,HPCAL1,hippocalcin like 1
ILMN_2194852,,
ILMN_1798705,CCNC,cyclin C
ILMN_3190324,,
ILMN_1756312,SEMA7A,semaphorin 7A (John Milton Hagen blood group)
ILMN_1768958,RASGRP1,RAS guanyl releasing protein 1
ILMN_3175715,,
ILMN_1693961,CATSPER3,cation channel sperm associated 3
ILMN_1678720,,
ILMN_2295511,LUC7L,LUC7 like
ILMN_2071898,,
ILMN_2124236,,
ILMN_1688445,SMIM23,small integral membrane protein 23
ILMN_3310608,,
ILMN_1758250,TRAFD1,TRAF-type zinc finger domain containing 1
ILMN_1776102,PSMD10,"proteasome 26S subunit, non-ATPase 10"
ILMN_1726711,,
ILMN_2136615,HUS1,HUS1 checkpoint clamp component
ILMN_1767842,SLC17A8,solute carrier family 17 member 8
ILMN_1656434,IP6K1,inositol hexakisphosphate kinase 1
ILMN_3247636,SCARNA14,small Cajal body-specific RNA 14
ILMN_1669833,SH2B2,SH2B adaptor protein 2
ILMN_1716200,,
ILMN_2329667,MYO7B,myosin VIIB
ILMN_3244172,ZSCAN5B,zinc finger and SCAN domain containing 5B
ILMN_1781745,C9orf152,chromosome 9 open reading frame 152
ILMN_1658396,SPEF2,sperm flagellar 2
ILMN_1693069,,
ILMN_1857947,,
ILMN_3290380,,
ILMN_3295146,,
ILMN_1737398,HACD3,3-hydroxyacyl-CoA dehydratase 3
ILMN_2278512,NFATC2IP,nuclear factor of activated T-cells 2 interacting protein
ILMN_1808260,VWA8,von Willebrand factor A domain containing 8
ILMN_1668405,,
ILMN_1803471,,
ILMN_1733443,SULT1B1,sulfotransferase family 1B member 1
ILMN_1911677,,
ILMN_1775525,,
ILMN_3236877,,
ILMN_1654496,,
ILMN_3191861,,
ILMN_1705702,,
ILMN_1652737,,
ILMN_1745397,OAS3,2'-5'-oligoadenylate synthetase 3
ILMN_1668577,,
ILMN_1811378,GTPBP1,GTP binding protein 1
ILMN_1668969,MIXL1,Mix paired-like homeobox
ILMN_1859393,,
ILMN_3218292,PAXIP1-AS1,PAXIP1 antisense RNA 1 (head to head)
ILMN_2135991,CNEP1R1,CTD nuclear envelope phosphatase 1 regulatory subunit 1
ILMN_3289631,,
ILMN_3293949,,
ILMN_1727390,ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2
ILMN_1708041,PLEKHF1,pleckstrin homology and FYVE domain containing 1
ILMN_1902053,,
ILMN_2158164,ZNF430,zinc finger protein 430
ILMN_1671200,,
ILMN_1706612,,
ILMN_2194678,SLC25A48,solute carrier family 25 member 48
ILMN_1734679,,
ILMN_1680494,CPSF7,cleavage and polyadenylation specific factor 7
ILMN_1678435,SRD5A3,steroid 5 alpha-reductase 3
ILMN_1780344,KRTAP2-2,keratin associated protein 2-2
ILMN_2201866,IL31,interleukin 31
ILMN_1744003,SLC44A5,solute carrier family 44 member 5
ILMN_3238369,KDM7A,lysine demethylase 7A
ILMN_3187903,,
ILMN_1797631,IL4I1,interleukin 4 induced 1
ILMN_2387680,VNN3,vanin 3
ILMN_1676545,,
ILMN_1678246,,
ILMN_1790981,,
ILMN_1785703,LMOD3,leiomodin 3
ILMN_1661643,,
ILMN_1810264,MRC1,"mannose receptor, C type 1"
ILMN_1686457,,
ILMN_3239117,,
ILMN_3241921,GLRA4,glycine receptor alpha 4
ILMN_1795706,WNT6,Wnt family member 6
ILMN_1726198,,
ILMN_1691428,,
ILMN_2267365,AKIP1,A-kinase interacting protein 1
ILMN_2220187,GFPT1,glutamine--fructose-6-phosphate transaminase 1
ILMN_1696583,ZNF169,zinc finger protein 169
ILMN_1697760,,
ILMN_1652219,NOL4L,nucleolar protein 4 like
ILMN_1764082,MBOAT1,membrane bound O-acyltransferase domain containing 1
ILMN_1704598,HYAL4,hyaluronoglucosaminidase 4
ILMN_1671366,,
ILMN_1699836,LSP1,lymphocyte-specific protein 1
ILMN_1734773,PRSS1,"protease, serine 1"
ILMN_2415653,KIR2DL5A,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A"
ILMN_3223204,,
ILMN_3297349,,
ILMN_2156250,SOCS3,suppressor of cytokine signaling 3
ILMN_2086981,POU3F1,POU class 3 homeobox 1
ILMN_3237169,FOXD4L5,forkhead box D4-like 5
ILMN_1709135,,
ILMN_1878326,,
ILMN_2067813,OR1L4,olfactory receptor family 1 subfamily L member 4
ILMN_1731907,,
ILMN_2349124,OSBPL2,oxysterol binding protein like 2
ILMN_1682404,SETMAR,SET domain and mariner transposase fusion gene
ILMN_1740308,UNC80,"unc-80 homolog, NALCN activator"
ILMN_1798947,ANKRD55,ankyrin repeat domain 55
ILMN_1681402,,
ILMN_2115143,CER1,"cerberus 1, DAN family BMP antagonist"
ILMN_2364828,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase
