ID_REF,Control_1,Control_2,Control_3,Control_4,SARA_Infected_1,SARA_Infected_2,SARA_Infected_3,SARA_Infected_4
215698_at,176.2,236.8,192.7,166,142.9,78.6,41.9,93.5
215716_s_at,571.9,798.4,682.5,740.6,465.9,379.9,727,223.5
215726_s_at,184.1,138.7,201.3,229.1,197.4,166.8,346.8,125.1
215735_s_at,207.5,169.3,258.6,185.4,183,12.2,107.3,96.8
215739_s_at,144.7,156.1,163.2,265.6,60.6,51.3,12,106.7
215794_x_at,321.7,531,452.7,527.5,213.4,214.2,200.1,272
215813_s_at,649.5,373.1,594.4,683.1,990.9,1229.6,615.7,909.4
215836_s_at,234.7,145,152.1,154.5,135.8,174.6,91.6,84.5
215884_s_at,1431.5,1097.8,1062.9,1111.2,1249.5,1266.8,2995.5,964.4
215925_s_at,190,332.4,254.4,259.7,285,173.1,42.3,172.3
215930_s_at,193.3,202.3,306.7,265.3,185.6,144.9,703.7,185.3
216032_s_at,1058.1,853.3,1289,1530.1,1352.7,922.3,132.5,1179
216088_s_at,160.2,355.5,375.8,409.4,548.5,475.3,109.3,360.1
216091_s_at,238.9,186.3,143.4,215.1,216.9,219.7,127.6,249.6
216092_s_at,252.2,263.7,259.3,250.6,273.4,275.8,222.4,277.8
216194_s_at,801.6,1556.2,1602.5,1328.5,1136.3,730.9,359.5,549.9
216203_at,82.4,92.6,103.2,132.5,183.3,107.2,267.6,144.7
216219_at,280.4,169.2,144,141.7,177.7,299.7,104.7,251.9
216220_s_at,253.6,135.8,204.3,171,356.9,314.3,455.5,110.7
216221_s_at,2365.2,2034.6,2400,2248,1223.3,1222.1,974,1166.4
216237_s_at,498.3,699.8,663.3,477.7,879.6,564.4,283.8,747.1
216241_s_at,1630.8,1790.7,1552.3,1418,1268,930.1,1915.2,939.9
216248_s_at,181.3,139.7,130.8,135.4,136,120.5,339.7,150.8
216250_s_at,2829.2,2476.6,2675.5,2792.9,1355.4,1891,1654.7,1462.7
216256_at,136.5,74.1,99.3,173.7,81.5,103.4,388.5,112.1
216266_s_at,635,783.1,969.3,942.8,318.3,312.9,194,325.6
216268_s_at,49.6,110.5,95.1,80.9,98.8,98.7,274.7,123.6
216305_s_at,199.6,247.9,235.9,236.1,249.8,125.8,78.1,186.9
216321_s_at,701.5,826.1,813.6,885.9,380.4,239.7,1307.5,411.2
216326_s_at,784.2,596.3,589.8,592.9,800.9,572.6,457.3,705
216341_s_at,161.6,127.5,113.7,122.9,158.7,155.1,203.7,101
216368_s_at,104.2,95.6,79.4,82,87.1,69.3,279.8,194.9
216520_s_at,15316.9,13419.6,14796.4,10620.3,22779.8,28068.8,9892.8,20175.6
216526_x_at,17035.7,16995.7,14730.8,11867.2,24483.1,43811.7,9429.9,40929.1
216537_s_at,368.3,243.2,226.1,311.7,193.1,497.5,459.3,123.4
216733_s_at,106.5,82.9,79.1,117.3,96,70.9,429,22.6
216835_s_at,597.3,617.3,491.5,484.5,669.9,839.8,699.3,548.5
216836_s_at,411.9,256.1,167.3,251.7,227.4,195.1,346.3,70.8
216841_s_at,222.8,430.8,408.7,198.7,390.3,441.7,1863.8,596
216862_s_at,380.7,461.3,413.4,351.2,403.9,461.1,725.8,391.6
216885_s_at,356.7,270.1,295.4,329,354.8,262,611.2,340.8
216902_s_at,403.5,518.3,612.1,533.7,166.4,152.8,362.9,175.5
216917_s_at,40.9,14.6,55.7,41.8,32.1,60.8,147,109.3
216942_s_at,440.5,570.8,621.1,564.6,322.8,204.7,470.6,451.5
216958_s_at,291.8,163.2,304.1,292,90.8,163,128.4,145.6
216960_s_at,244.5,102.2,159.9,137.3,119.4,153.2,265.4,165.5
216989_at,110.7,75.2,84.2,94.7,103.9,72.5,150,54.1
217004_s_at,223.6,178.1,114.9,191,167.9,236.6,22.6,276.2
217028_at,4575.8,4286.2,4430.5,4711.6,4359.4,4029.3,8942.7,4945
217149_x_at,337.9,193.6,409.6,326.7,268.3,279.8,217.3,247.5
217176_s_at,129.9,206.6,223.9,158.2,57.5,69.5,125,40.3
217207_s_at,299.1,172.2,274.4,243,271.3,99.6,454.3,309.3
217225_x_at,1876.3,2120.8,1909.3,1793.3,2003.8,2135.7,1990.5,1617.1
217232_x_at,15589.6,7607.7,14941.8,9298.9,20507.1,64334.4,19236.5,43686.1
217289_s_at,64.8,76.7,89.5,99.5,56.8,203.2,29.7,29.1
217293_at,180.9,137.6,145.6,160.8,187,212.1,256.8,171.8
217478_s_at,2291.7,2650.6,3095.3,2820.6,1801.1,2019.4,513.1,1506.7
217484_at,166,163,117.8,140.2,169.8,166.6,110.3,151.3
217720_at,4002.1,4325,4749.4,4159.5,5830.1,5612.8,3487.8,5546.3
217722_s_at,989,671.9,807.5,761,448.9,368.7,683.4,400.4
217728_at,5145.2,5073.1,7887.8,5726.9,10278.9,12470.8,1046.4,18303.8
217729_s_at,546.1,858.1,1132.2,1015.3,942.6,909.3,229,971
217730_at,964.4,914.8,973.7,962.7,970.1,1105.7,255.1,869.9
217732_s_at,6682.7,7355.6,7888.1,6082,6805.2,8836.7,8951.2,10168.3
217733_s_at,11150.2,16461.6,14222.1,10897.3,24656.9,31919.8,14116.4,29558.7
217736_s_at,2263.5,2060.3,1931.9,2000.5,2019.8,2235.4,3869.1,2820.6
217738_at,435.2,521.4,701.9,317,697.2,1188.2,936.4,2628.5
217740_x_at,17289.7,14481.6,15658,12888.2,20664.1,21903.5,11258.5,18449.5
217744_s_at,113.7,69,92.4,151.3,34.1,41.3,162.8,10.2
217746_s_at,2813.1,2853.2,2036.6,2574.7,2056.9,1792.7,2783.8,1515.8
217747_s_at,5481.8,8513.4,11359.4,7817.1,11125.3,9894.6,593,10262.4
217749_at,221.2,477.8,437.2,427.7,450.4,373.3,79.6,461.4
217751_at,1283.5,2217.2,2360.7,2605.5,2604.5,2331.6,1943.1,3684.3
217753_s_at,2698.8,7810.2,3349.4,2676,3576.7,4895.9,1865.4,2440.6
217754_at,433.4,351.4,529.4,583,481.8,458.9,460.1,563.3
217756_x_at,4920.2,5235.9,4482.7,4094,6444.3,6272.1,1072.6,6358.6
217758_s_at,1044.8,1050.1,914.8,1040,938.8,617.4,2059.1,439.8
217759_at,1895.4,1349.4,1558.2,1848.3,1801.1,1373.3,181.3,876.1
217762_s_at,843.6,1003.2,984.1,1143.1,3579.8,3545.3,1453.2,2907.4
217765_at,303.6,263.1,298.9,270.4,246.8,237.9,37.5,468.6
217766_s_at,1319.2,1049.8,816.5,984.3,787.4,819.9,1550.3,962.4
217771_at,210,116.4,128.1,249.6,206.1,200.2,59.6,122.1
217772_s_at,644.4,872,822.6,876.9,715.1,790.4,811.6,418.4
217773_s_at,1795.8,2287.6,2152.6,1731.5,2727,1711.9,3442.9,2252.4
217781_s_at,1167.1,1151.2,1150.8,927.5,861.5,933,1183.5,1775.6
217788_s_at,673,703.2,762.5,483.6,803,695.9,931.8,476.3
217790_s_at,232.2,378.3,323.8,289.2,134.5,60.4,275.7,27.7
217791_s_at,306.6,583.5,455.5,369.5,274.3,359.6,193,222.5
217792_at,689.7,648.9,713.1,876.3,363.5,432.2,33.5,178
217794_at,1953.1,2298.1,2582.4,2332.7,2172,2026.6,1115.8,2487.1
217798_at,1251.9,1214.9,1077,1050.2,886,957.7,1631,840.9
217800_s_at,1326.6,1178.9,1714.7,1390,768.2,840.5,881,646.7
217801_at,5072.8,6694.8,5975.1,4942.2,9900,9910.1,31994.7,10423.2
217802_s_at,575.8,663.2,628.2,505.1,1011.8,951.9,985.3,758.9
217803_at,2068,2399.6,2027.7,1896.2,1683.7,1701.2,2506,880
217807_s_at,6206.2,7678.1,9791.4,7453.4,10531.7,9940.9,40553.5,15099.6
217811_at,1858.4,2328.7,2664.7,2353,1516,1918,85.1,2210.4
217812_at,1411.6,1599.9,1273.2,1232,875.1,804.2,1213.2,558
217813_s_at,105,190.8,210.7,175.8,130.3,91.1,63.8,9.9
217815_at,664,1014.8,1064.8,1077.2,635.8,594.1,170.9,626.3
217816_s_at,2710.1,2634.9,1930.7,2061.8,1998.9,1573.1,2307.3,1061.5
217819_at,2163.2,2258.7,2278.7,2261.8,1636.1,1482.5,2173.9,1746
217822_at,1523.8,1059.3,899.7,995.1,870.6,843.7,535.6,500.1
217827_s_at,1828.3,1288.3,1372.1,1306.9,1246.2,1227.8,976.2,1715.5
217830_s_at,477.3,274.1,374,396.4,463,466.8,211.9,385.9
217833_at,1532.8,978.9,1173.2,1221.2,817.4,612.1,942.1,552.8
217835_x_at,2826.8,3591,3068.3,2823.5,4193.2,4671.9,5984,5710.1
217839_at,1071.4,1270.6,842.6,868.7,740.5,514.9,1335,667.5
217840_at,510.2,617.5,770.2,671.7,680.4,481.2,155.8,556.2
217843_s_at,492.1,557.4,523.7,472,442.9,308.7,646.5,268.1
217844_at,1283.8,1038.4,1143.4,1120.9,1075.7,1051.6,133.3,1556.5
217846_at,2173,1663.8,2805.9,2599.3,2809.5,1978.4,475,2105.3
217848_s_at,2326.5,1891,1558.3,2201.3,1818.6,1716.8,1414.6,1429.8
217850_at,749.3,798.7,960.8,945.9,707,708.6,662.7,561.3
217853_at,341.2,409.8,445.2,539.7,425.1,475,2390.8,336.4
217854_s_at,1007.6,1291.7,991.4,1357.7,812.7,914.2,898.2,535.5
217860_at,1000.3,1080.6,1622.4,1827.3,949.7,665,209.1,726.2
217861_s_at,515.5,465.6,500.6,531.4,482.7,582.1,405.9,488.2
217862_at,818.7,829.4,575.3,748.8,615.6,729.4,480.7,463.9
217865_at,1483.1,1731.3,1554.9,1699.6,1620.1,1950.5,161.3,3138.7
217869_at,991.7,620.2,747,992.8,1219.9,944.9,2642.5,1045.9
217870_s_at,1477.7,1571.9,1975.3,1943.6,1694.6,1508,5463.3,1109.1
217871_s_at,1169.2,1655.9,2208.8,2296.9,1854.8,1293,67,1278.9
217873_at,1893.3,1740.2,1532.9,2159.8,1776,1501.4,1582.8,2748.5
217874_at,1372.5,1368.5,1559.7,1356.3,1468.9,1296.5,1202.6,1221.2
217879_at,517.2,425.1,461.2,478.1,299.1,268.3,310.3,341.4
217882_at,797.7,1078.9,834.2,949.4,1101,1491.8,599.8,1617.6
217887_s_at,1506.2,1429.1,1291.3,1560.5,1081.3,842.4,2959.4,574.4
217892_s_at,574.5,350.7,384.9,494,295.2,240,442.8,187.5
217894_at,82.6,56.7,55.4,83.1,117.8,5.8,44,126.1
217902_s_at,486.7,415.6,320.7,388.8,349.2,153.8,1474.3,302.6
217906_at,1668.2,1254,1421,1463.6,926.3,621.9,1379.2,947.4
217911_s_at,376.1,211.2,366.5,413.5,220.1,184.6,337.7,149.6
217912_at,964.4,763.2,578.1,646.3,990.5,739,109.8,726.2
217913_at,561.1,660.5,690.7,674.5,676.6,630.2,509.3,572.9
217915_s_at,2201.6,2070.6,2136.4,2412.4,2067.9,1568.5,1331,1661.5
217922_at,2060,1104.5,1072.8,1065.3,691.5,794.4,1660.7,648.5
217923_at,609.4,743.3,790.7,676.6,714.5,694.6,343.1,493.8
217931_at,435.1,709.5,763.5,803.7,1501.7,1200.4,25.4,1212
217933_s_at,929,4697.6,1935,1581,2335.4,2031.6,859.4,1537.7
217936_at,379.9,261.8,274,295,296,101.7,198.6,102.3
217937_s_at,200.8,137.9,188.1,223.4,195.3,256.5,153.3,283.3
217938_s_at,2128.1,1825.3,1567.3,1815,2367,2361,6721.4,2391
217941_s_at,1725.2,2136.2,1628.5,1549.6,1377.1,1108,2668.3,1185.5
217942_at,919.2,803.2,835,1051,530.3,830,688.5,502.9
217945_at,2078.1,1532.2,1133.9,1146.7,1469,1563.8,2392.5,760
217956_s_at,1135.3,970,890.8,1064.5,597.4,445,1062.1,322.2
217957_at,933.3,783.1,710.4,714.6,274.7,295.3,309.1,176.4
217960_s_at,290.6,711.8,639,539,602.9,409.6,33.3,397.9
217963_s_at,1346.1,678.6,1228.4,1375.7,3024.7,4092.1,10457.3,722.2
217965_s_at,517.8,599.6,572.1,635.9,568.6,511.8,415.9,295.5
217967_s_at,829.7,1299.4,1448.9,1132.7,1798.5,2074.2,2777.3,5283.8
217969_at,1276.4,1176,1983.7,1914.5,1388.4,1180.3,580.4,1220.6
217971_at,659.7,809.4,951.6,1041.7,720.4,567.5,1188,513
217975_at,103.7,132.4,96,81.9,129.2,143.2,460.5,50.5
217976_s_at,447.1,439.7,487.9,471.2,196.3,218.2,613.5,189.2
217978_s_at,1436.2,978.6,1304.4,1190.1,967.4,1092.6,1295.2,930.1
217979_at,757.9,780.1,570.8,372.4,386.5,537.4,3972.5,253.9
217981_s_at,343.6,272.9,366.1,349.6,173.8,156.5,362,234.1
217982_s_at,3996.7,3769.4,3792,3767.8,3687.4,3393.9,3880.7,4135.7
217983_s_at,4957.3,6997.1,8241,7425.9,6543.6,6124.7,319.1,5220.4
217985_s_at,181.5,311.5,283.2,272.7,681.5,648.2,159.2,622.6
217988_at,400.9,357.7,586.5,563.8,391.9,304.7,200.2,521.8
217989_at,1773.4,1663,2036.7,1790.9,2295.4,2028.3,4741.5,3802.1
217993_s_at,5889.4,5360.8,3926.9,4328.3,2559.4,3260.7,2123.1,2954.2
217996_at,91.9,82.3,48.6,67.8,24.9,66.8,142.2,110.5
218003_s_at,652.5,819.6,711.1,741.4,840.5,598.1,1160.9,333.2
218005_at,897.2,668,913.4,989.9,377.8,330.3,906.1,354.5
218007_s_at,1714.4,2817.1,2352.8,2335,2611,2799.6,7219.1,2488.4
218011_at,1073.1,1310.7,1337.7,1302.4,1206.7,1089.9,735.9,1668
218013_x_at,394.5,417.2,347.4,434.5,212.3,178.7,321,279.6
218021_at,467.3,511.6,561.8,702,623.4,573.5,50.8,311.1
218023_s_at,519.3,491.3,537.3,659.6,510.6,571.3,45.6,849.7
218024_at,545.3,521.2,503.6,577.6,605.1,607.2,2254.9,607.2
218025_s_at,535,421.8,424.3,497.7,249.9,230,316.4,172.5
218032_at,1087.4,1733.6,1631.8,1317.6,2584.8,2823.8,4465.7,2287.4
218036_x_at,171.3,433.2,403.9,416.7,53.2,25.3,326.4,160.7
218039_at,225.1,400,247.1,176,561.5,387.9,1509.3,277.9
218042_at,994.9,878.2,1000.6,984.6,772,499.9,820.1,577.8
218043_s_at,459.4,224.9,248.9,298.8,249.3,272.4,389.3,277.1
218056_at,384.4,507,426.2,430.6,473.3,552.5,403.4,282.5
218057_x_at,426.4,346.3,439,391.2,482.1,245,663,244.1
218059_at,1085.8,2347,1894.5,1540.8,1658.8,1477.4,1039.1,1354.2
218061_at,534.3,386,696,453,573.6,706.3,1785,662.7
218066_at,3476.6,2282.3,2691,1976.1,1523,1645.5,3146.9,1823.5
218078_s_at,299.2,346.2,351.5,294.1,422.3,347,395.4,293.1
218080_x_at,620.1,307.4,252,337.9,291.8,375.6,277,206.6
218082_s_at,2075.5,1088.9,1388.6,1411.2,838.6,806.3,1656.6,647.7
218084_x_at,4118.5,3340.3,4545.2,4270.2,4628.6,5299.5,268.6,3939.7
218088_s_at,625.6,713,604.4,601.1,1088.8,883.1,368.9,1144
218090_s_at,1047,925.1,995.6,888.7,732.2,533.1,1517.8,415.1
218092_s_at,444.1,543.9,582.5,571.6,327.8,770.8,773.4,1095.7
218095_s_at,578,713.4,467.5,600.7,377.8,381.1,1014,510
218098_at,1103.1,1027.5,1092.8,1074.7,567,474.9,972.2,269.8
218101_s_at,1952.8,1666.9,1730.2,1607.9,2397.5,1771.1,1500.6,1136.4
218111_s_at,174.5,155.8,154.4,186.6,105.5,115.8,135.2,112.9
218116_at,891.4,614.7,695.3,694,494.5,348,830.8,463.9
218117_at,1185.3,2354.2,1462.5,1378,1546.6,2550.6,2414.8,1319.5
218119_at,402.6,440.1,432.3,420.6,277.8,318.2,11.2,239.1
218120_s_at,428.9,602.1,830,759.3,512.3,368.5,169.3,573.4
218127_at,681.8,579.6,706,628.9,346.9,226.6,588.5,313.5
218132_s_at,532.2,491.2,714.4,700.5,695.6,812.3,964.8,1505.2
218140_x_at,748,662.9,970.9,867.8,867.1,549.8,258,578.6
218142_s_at,886.8,893,721.4,736.9,526.1,573.3,328.5,505.3
218143_s_at,980,1149,1134.2,1077.3,1333.8,1386.5,302.4,840.9
218145_at,283.2,267.2,225.5,317.4,381.9,88.7,514.5,224.5
218147_s_at,347.4,199.9,252.2,232.6,187.3,193.8,24.2,147.2
218150_at,938.8,895.3,820.4,997.1,1114.4,904.7,849.9,627.4
218152_at,663.8,539.5,434.9,468.6,356.5,218.4,629.9,201.7
218157_x_at,433.7,3589,2943.3,2469.3,3378.1,4283.9,902.8,3808.9
218158_s_at,281.7,268.3,337.9,343.9,171.9,228.1,148,146.2
218166_s_at,160.9,168.3,105.9,151.3,208.2,177.1,379.7,124.5
218171_at,2171.7,1846.1,1565.9,1845.5,1095.4,877.9,2523.7,378.3
218188_s_at,154.1,364,296.4,391.9,409.4,415,164.8,480.9
218189_s_at,267.8,331,371.7,397.4,518.2,548.2,822.4,576
218190_s_at,2163.3,3974.3,3109.1,3096.5,4630.3,3474.4,699.6,3224.6
218192_at,536.1,523.5,408.3,503.2,353.3,343.8,211.3,445.8
218200_s_at,2530.5,3103.2,2962.7,3054.3,2650.5,3053.2,3508.2,3088.3
218203_at,1052.7,1107.4,944,920.6,1058.6,711.8,1185.9,559.6
218204_s_at,359.4,342.7,275.6,344.5,203.2,175.8,375.7,233.5
218205_s_at,2336,2435.5,2847.8,2620.6,3561.9,2572.1,2488.7,2461.1
218212_s_at,302.2,313.6,229.1,246.4,126.1,75.1,28.2,189.4
218213_s_at,2791.4,3476.7,3225.2,3326.3,4419.8,2525.4,5821.1,1916.2
218215_s_at,325.7,289.4,308.1,290.3,177.9,364.2,354.5,311.7
218217_at,618,842.7,1056.2,972.9,1046.3,1108.7,1206.8,1364.1
218220_at,347.2,399.4,723.4,713.5,430.8,425.9,270.3,392.4
218221_at,205.6,201.6,215.4,226.6,144.7,240.9,215.8,96.3
218224_at,914.4,566.4,614.6,723.4,537.7,417.9,314.4,419.7
218226_s_at,2401.5,3323.7,2637.1,2737.4,2988.5,2908.6,3161,2412.8
218228_s_at,1395.9,1094.3,940.7,201.7,445.4,548.2,194.7,617.4
218231_at,1044.3,2850.4,2310.1,2708.5,1268.7,1590.5,110.1,1494.5
218236_s_at,707.9,694.3,790,687.1,451.1,487.4,389.2,289.8
218237_s_at,1350.2,644.8,602.7,648.9,989.7,1151.5,317.3,742.2
218239_s_at,566.5,705,691.8,586.1,316.2,343.4,1589.1,78.8
218241_at,480.7,726.2,603.5,733.1,518.1,383.7,573.9,429.6
218250_s_at,967.2,1289.1,1328.5,1502.7,1455.5,1020.4,1018.2,1086.9
218253_s_at,718.5,439.2,711.9,722.9,443.8,355.9,695.3,772.4
218256_s_at,1021.2,894.9,896.6,819.1,616.5,338.2,727.8,411.9
218258_at,1469.6,809.9,1637.9,1852.9,1127.9,1237.2,538.6,1620.5
218263_s_at,1650.1,1370.8,1487.9,1762,921.3,554.2,2275.1,422.7
218269_at,463.5,405.1,528.6,444.9,475.6,298.5,952.1,374.2
218273_s_at,253.5,408.2,251.4,265.5,134,193.4,351.1,259.8
218276_s_at,140.2,113.3,131.2,160.3,111.6,111.7,212.9,95.1
218283_at,878.6,857.7,705.4,1136.1,676,565.9,963.8,592.5
218285_s_at,353.7,330.5,392.1,378.6,195,117.3,402.4,207.2
218286_s_at,400.4,521.8,401.2,708.1,540.4,349.9,348.7,550.7
218287_s_at,705.1,559.5,593.3,549.7,554.3,429.9,836.6,460.1
218294_s_at,333.6,451,567.1,490.2,368.9,434.2,119,333.2
218306_s_at,1283.7,952,917,828,393.5,339.3,508.6,335.5
218310_at,517.8,361.1,488.9,311.2,429.6,408.8,1191.1,549.8
218311_at,179.1,159.6,155.7,168.3,56.1,120.5,198.5,49.7
218313_s_at,960.9,678.2,647.9,724.1,478.3,450.2,1189.7,293.4
218315_s_at,508.2,356.7,488.9,487,519.2,473.3,159.1,329.4
218316_at,742,396.5,530.8,696.6,507.7,518.5,1082.7,465.5
218319_at,957,1040.9,1272.8,1422.5,1056,1192.4,1416.6,2391.8
218320_s_at,780.8,907.8,1204.7,654.6,1424,1627.4,538.9,1841.1
218322_s_at,847.2,510.2,608.2,640.1,484.9,435.5,409.6,586.8
218327_s_at,225.5,474.1,520.6,254,464.6,277.2,591.8,351.3
218336_at,452.6,895.3,714.2,752.5,600.3,717.7,739.5,576.5
218338_at,1201.5,467.9,815.1,707.7,306.3,101.5,120.8,203
218343_s_at,540.3,412.2,445.7,583,284.3,296.1,307.6,210.7
218346_s_at,1103,553.6,595.3,871.6,386.8,330.5,450.8,603.3
218350_s_at,288,301.2,285.9,184.6,398.6,288,1114.2,168.2
218354_at,597.2,711.5,689.6,649.8,1143.7,649,97.4,500.8
218356_at,322.6,458.4,568.6,536.8,309.4,290.6,1599.5,351.4
218357_s_at,1788.4,1479.5,1435.3,1379.3,1934.4,1559.4,4419.7,1593.8
218360_at,659.1,539.5,339.7,385.1,408.7,381.1,689.4,347.9
218364_at,330.7,243.6,383.9,340.2,232.7,264.3,530.3,390.4
218367_x_at,886.9,367.4,594.6,658.3,305.9,197.8,66.6,404.8
218373_at,983,530.5,577.8,489.3,296.8,219.4,410.9,242.2
218374_s_at,336,317.1,314.9,292.5,178.2,359.7,536,232.1
218379_at,278.8,520.2,430.9,458.7,360.9,215.9,553.2,217.2
218381_s_at,1099.9,943.8,839.1,1045.6,539.6,503.4,317.9,341.1
218386_x_at,1039.6,922.3,1143.6,1252.9,502.1,443.4,531.5,509.7
218387_s_at,477.9,871.7,1392.7,1131,1646.7,1050.8,306.2,1316.6
218391_at,512.4,942.9,803.4,790.1,1190.8,955.7,133.2,604
218398_at,850,741.6,512.5,529.3,522,320.6,513.2,274.4
218400_at,785.3,2275,619.9,577,696.3,1867.9,289.1,513.3
218401_s_at,223.3,198.3,296.3,295.6,225.8,404.1,490.8,690.2
218404_at,875.4,1244,1182.4,873.2,1106.1,1204.2,2506.1,1354.2
218422_s_at,1354.9,1047.1,1401.1,1734.1,980.1,694.4,1277.9,355.9
218423_x_at,317.8,500.9,583.2,614.9,444.1,424.7,793.4,382.2
218426_s_at,392.8,217.6,295.7,321.2,258.9,360.2,338.4,364.8
218427_at,340.1,322.3,267.4,379.9,196.3,215.5,322.2,99.3
218432_at,369.3,353.4,361.6,468,108.5,104.2,347.6,129.1
218435_at,677.8,763.8,835.1,718.9,785.6,731.7,697.3,443.7
218437_s_at,253.5,264.5,217.6,185.3,142,74.3,227.7,88.5
218440_at,467.6,287.3,353.2,419.4,335.7,173,445.2,324
218443_s_at,641.1,566.7,586.3,452.1,677,772.3,795.9,668.9
218450_at,434.2,554.4,689.5,656.5,696.5,802.7,632.1,405.3
218455_at,400.5,279.3,440,462.7,331.5,378.7,423.6,372.7
218458_at,527.7,735.1,728.4,616,278.9,143.8,283.8,127.3
218459_at,610.3,546.8,635.2,507.1,963.7,591.2,184.6,486.5
218461_at,109.7,280.5,317.5,281.6,244.6,202.8,788.6,129.4
218467_at,2385.7,2453.8,2271.5,2507.3,2129,1689.1,1887.1,1532.2
218470_at,225,226.8,341.7,267.7,283.1,258.8,636.1,170.4
218486_at,324.1,373.6,373.7,475.6,410.6,585.4,603.9,432.8
218487_at,535.5,331,271.3,428.7,483.3,256.1,736.1,410.3
218490_s_at,460.8,344.4,428.8,482.5,331.9,215.8,577.6,194.9
218494_s_at,439.4,162.8,216.7,252.5,165.7,167.9,78.7,32.8
218495_at,2620.1,1972.3,2676.4,2776.1,2779.6,2280.1,2196.6,2256.7
218497_s_at,382,521.6,378,430.2,508.5,462.1,420.9,416.7
218498_s_at,118.2,304.7,338.9,288,173.1,182.3,383.6,206.5
218499_at,1856.9,1452.3,1360,1351,1091.2,627.4,1523.8,614.7
218501_at,2171.3,2729.8,1660.8,1722.5,1033.6,817.4,3820.5,614.4
218502_s_at,214.8,181.8,196.3,258.5,141.2,46.4,443.6,216
218508_at,447.2,521.6,448.6,456.4,464.6,602.9,677.2,284.6
218518_at,524,674.6,606.1,542,542.3,352,429.7,438
218520_at,893.5,1169,1194.8,1069.5,696.3,551.4,811.9,673.9
218524_at,296.3,312.4,309.8,301,224.1,186,239.4,232.2
218536_at,511.9,398.3,373.5,441.7,273.4,330.7,609.5,192.4
218544_s_at,599.9,430.9,392.7,406.2,251.4,351,794.3,405.2
218555_at,499.8,403.7,505.3,590.3,264.9,265.1,341.8,254.1
218557_at,339.3,347,495,457.2,347,250.6,288.9,434.1
218559_s_at,918.6,2593.1,1290.6,1240.3,1469.4,1915.3,2384.2,3858.2
218563_at,1090.5,1188.7,1885.6,1633.8,1656.2,1269.7,651.7,1441.8
218566_s_at,904,946.5,1042.2,931.9,350.8,356.9,1417.4,164.7
218576_s_at,524.2,473.2,525.5,430.7,423.4,537.9,566.7,353.7
218583_s_at,452.6,542.9,513.6,540.6,398.6,328.5,753.1,385
218589_at,2205.1,2329.6,1721.9,2062.6,725.7,942.5,271.7,353.6
218603_at,2262.9,2204,2375,2594.6,1665.5,1403.1,2951.8,2590.7
218604_at,736,540.4,722.9,717.6,253.6,324.2,788.5,381.4
218617_at,611.4,465.3,495,507.2,374.8,424.5,816.9,381.4
218638_s_at,2063.5,1311.3,1107.4,863.7,545.7,837.2,126.4,614.2
218645_at,417.9,405,641.6,472.2,371.9,267.1,323.9,191.1
218649_x_at,1461,1072.8,964.8,1286.7,853.3,478.6,4350.2,354.9
218662_s_at,112,159,120.2,108.8,428.5,212.3,1198,176.9
218667_at,477.2,620.5,701.6,763.9,491.9,440.8,488.9,413
218668_s_at,547,756.8,567.2,720.9,515.2,352.4,1773.3,215.7
218671_s_at,1003.2,1369.6,917.5,862.5,1229.6,1258,1162.9,1138.9
218676_s_at,201.6,295.8,186.5,286.7,249.6,109.9,63.7,58.1
218677_at,188.8,140.1,150.6,197.1,187.2,219.4,192.1,151.9
218679_s_at,801.2,763.8,1279.6,1111.2,1328.2,1457.4,202.2,1467
218680_x_at,439.4,751.5,565.4,577.3,716.8,535.8,1359,558.7
218681_s_at,472.9,475.8,447.5,372.1,347.6,511.5,58,396.2
218683_at,298.1,382.9,272,426.8,366.2,158.7,626.6,323.6
218693_at,267.4,101.2,118.3,166.5,107.3,145.9,286.1,176.4
218696_at,551,708.1,768.1,765.9,376.4,283.3,299,96.9
218697_at,481.6,264,256.8,342.6,482.2,558.2,1035.1,321.9
218699_at,1705.4,1783.8,1071.2,1128.5,887.8,839.5,586.7,896.2
218703_at,152.3,159.7,198.4,222.3,195.3,87.8,295.8,119.9
218708_at,345,349.6,432,314.3,332.7,389.8,54.2,422.2
218711_s_at,394.3,325.6,314.5,394,323.9,625.6,493,28.7
218715_at,677,833.2,588.9,586.2,489.7,510.2,529.9,330.6
218718_at,242.5,269.8,209.9,311.1,558.8,459.1,1057.3,559.4
218735_s_at,197.9,208.6,360.5,411.9,196.2,168.5,436.8,258.6
218740_s_at,1491.6,1682.7,1978.7,2298.6,1430.4,1299.1,577.6,1746.5
218763_at,508.5,365.9,531.9,573,309.7,261.3,57.3,448.4
218768_at,939.8,729.5,717.9,769.8,528.6,424.5,872.8,456.4
218769_s_at,1128.7,916.1,641.3,674.7,381.2,278.2,962.1,414.8
218773_s_at,360.6,429.9,477.9,587.6,730.6,743.8,409.3,1100.5
218797_s_at,771.1,766.5,664.2,646.1,561.1,582.7,435.4,775.2
218803_at,1410.3,1407.4,1243.3,1271.2,1285.2,946.6,1319.9,1358.8
218807_at,1262.5,648.5,560.4,732.9,516.3,441,1060.9,476.1
218830_at,764.9,714.1,682.7,710.3,1033.1,761.6,1903.3,515.6
218845_at,1539.7,992.7,1005.6,828.9,1464.3,1277.4,1865.2,1219
218846_at,610.8,838.1,771.3,933.8,299.4,446.9,733.2,286.2
