ID,GB_ACC,Gene Symbol
217110_s_at,AJ242547,MUC4
217127_at,AL354872,CTH
217149_x_at,AF097738,TNK1
217175_at,U06641,
217176_s_at,X59740,ZFX
217192_s_at,AL022067,PRDM1
217207_s_at,AK025267,BTNL3
217225_x_at,AL512687,LOC101060373 /// NOMO1 /// NOMO2 /// NOMO3
217232_x_at,AF059180,HBB
217269_s_at,AP001672,TMPRSS15
217287_s_at,AJ271068,TRPC6
217289_s_at,AF097831,SLC37A4
217293_at,AF209975,
217296_at,AF135564,KIR2DS1
217315_s_at,AL050220,KLK13
217319_x_at,AL135960,CYP4A11 /// CYP4A22
217349_s_at,U93305,PRICKLE3
217427_s_at,X75296,HIRA
217428_s_at,X98568,COL10A1
217452_s_at,Y15014,B3GALT2
217464_at,L48784,
217478_s_at,X76775,HLA-DMA
217483_at,AF254357,FOLH1
217484_at,X14362,CR1
217716_s_at,NM_013336,SEC61A1
217720_at,NM_016139,CHCHD2
217722_s_at,NM_016645,NGRN
217728_at,NM_014624,S100A6
217729_s_at,NM_001130,AES
217730_at,NM_022152,MIR6513 /// TMBIM1
217732_s_at,AF092128,ITM2B
217733_s_at,NM_021103,TMSB10
217736_s_at,NM_014413,EIF2AK1
217738_at,BF575514,NAMPT
217740_x_at,NM_000972,RPL7A /// SNORD24 /// SNORD36A /// SNORD36B
217744_s_at,NM_022121,PERP
217746_s_at,NM_013374,PDCD6IP
217747_s_at,NM_001013,RPS9
217749_at,NM_016128,COPG1
217751_at,NM_015917,GSTK1
217753_s_at,NM_001029,LOC100996747 /// LOC101929876 /// RPS26 /// RPS26P11
217754_at,NM_019082,DDX56
217755_at,NM_016185,HN1
217756_x_at,NM_005770,HYPK /// MIR1282 /// SERF2
217757_at,NM_000014,A2M
217758_s_at,NM_020123,TM9SF3
217759_at,BF431488,TRIM44
217762_s_at,BE789881,RAB31
217765_at,NM_013392,NRBP1
217766_s_at,NM_014313,TMEM50A
217767_at,NM_000064,C3
217770_at,NM_015937,PIGT
217771_at,NM_016548,GOLM1
217772_s_at,NM_014342,MTCH2
217773_s_at,NM_002489,NDUFA4
217778_at,NM_014437,SLC39A1
217781_s_at,NM_022473,ZNF106
217782_s_at,NM_004127,GPS1
217785_s_at,NM_006555,YKT6
217786_at,NM_006109,PRMT5
217788_s_at,NM_004481,GALNT2
217789_at,NM_021249,SNX6
217790_s_at,NM_007107,SSR3
217791_s_at,NM_002860,ALDH18A1
217792_at,NM_014426,SNX5
217794_at,NM_018457,PRR13
217798_at,AI123426,CNOT2
217800_s_at,NM_030571,NDFIP1
217801_at,NM_006886,ATP5E
217802_s_at,NM_022731,NUCKS1
217803_at,NM_022130,GOLPH3
217807_s_at,NM_015710,GLTSCR2 /// SNORD23
217811_at,NM_016275,SELT
217812_at,NM_016258,YTHDF2
217813_s_at,NM_006717,SPIN1
217815_at,NM_007192,SUPT16H
217816_s_at,NM_020357,PCNP
217817_at,BE891920,ARPC4
217819_at,NM_016099,GOLGA7
217822_at,NM_016312,WBP11
217827_s_at,NM_016630,SPG21
217829_s_at,NM_006590,USP39
217830_s_at,AL109658,NSFL1C
217833_at,AL520908,SYNCRIP
217835_x_at,NM_018840,C20orf24 /// TGIF2-C20orf24
217839_at,NM_006070,TFG
217840_at,NM_016222,DDX41
217843_s_at,NM_014166,MED4
217844_at,NM_021198,CTDSP1
217846_at,NM_005051,MIR6890 /// QARS
217847_s_at,NM_005119,THRAP3
217848_s_at,NM_021129,PPA1
217849_s_at,NM_006035,CDC42BPB
217850_at,NM_014366,GNL3 /// SNORD19B
217853_at,NM_022748,TNS3
217854_s_at,NM_002695,POLR2E
217860_at,NM_004544,NDUFA10
217861_s_at,NM_013388,PREB
217862_at,N24868,PIAS1
217865_at,NM_018434,RNF130
217867_x_at,NM_012105,BACE2
217869_at,NM_016142,HSD17B12
217870_s_at,NM_016308,CMPK1
217871_s_at,NM_002415,MIF
217873_at,NM_016289,CAB39
217874_at,NM_003849,SUCLG1
217876_at,NM_012087,GTF3C5
217879_at,AL566824,CDC27
217882_at,NM_018447,EMC3
217887_s_at,NM_001981,EPS15
217892_s_at,NM_016357,LIMA1
217894_at,NM_016121,KCTD3
217897_at,NM_022003,FXYD6
217901_at,BF031829,DSG2
217902_s_at,NM_004667,HERC2
217903_at,NM_013403,STRN4
217904_s_at,NM_012104,BACE1
217906_at,NM_014315,KLHDC2
217911_s_at,NM_004281,BAG3
217912_at,NM_022156,DUS1L
217913_at,NM_013245,VPS4A
217915_s_at,NM_016304,RSL24D1
217922_at,AL157902,MAN1A2
217923_at,NM_012392,PEF1
217930_s_at,NM_019009,TOLLIP
217931_at,BC004423,CNPY3
217932_at,NM_015971,MRPS7
217933_s_at,NM_015907,LAP3
217934_x_at,NM_005861,STUB1
217936_at,AW044631,ARHGAP5
217937_s_at,NM_016596,HDAC7
217938_s_at,NM_020122,KCMF1
217941_s_at,NM_018695,ERBB2IP
217942_at,NM_021821,MRPS35
217945_at,NM_025238,BTBD1
217956_s_at,NM_021204,ENOPH1
217957_at,NM_013242,C16orf80
217960_s_at,NM_020243,TOMM22
217963_s_at,NM_014380,NGFRAP1
217965_s_at,NM_013260,SAP30BP
217967_s_at,AF288391,FAM129A
217968_at,NM_003310,TSSC1
217969_at,NM_013265,VPS51
217971_at,NM_021970,LAMTOR3
217973_at,NM_016286,DCXR
217974_at,NM_016551,TM7SF3
217975_at,NM_016303,WBP5
217976_s_at,NM_016141,DYNC1LI1
217977_at,NM_016332,MSRB1
217978_s_at,NM_017582,UBE2Q1
217979_at,NM_014399,TSPAN13
217981_s_at,NM_012192,TIMM10B
217982_s_at,NM_006791,MORF4L1
217983_s_at,NM_003730,RNASET2
217985_s_at,AA102574,BAZ1A
217988_at,NM_021178,CCNB1IP1
217989_at,NM_016245,HSD17B11
217990_at,NM_016576,GMPR2
217993_s_at,NM_013283,MAT2B
217995_at,NM_021199,SQRDL
217996_at,AA576961,PHLDA1
218002_s_at,NM_004887,CXCL14
218003_s_at,NM_002013,FKBP3
218005_at,AA744771,ZNF22
218007_s_at,NM_015920,RPS27L
218009_s_at,NM_003981,PRC1
218011_at,NM_024292,UBL5
218012_at,NM_022117,TSPYL2
218013_x_at,NM_016221,DCTN4
218015_s_at,NM_020135,WRNIP1
218021_at,NM_021004,DHRS4 /// DHRS4L2
218023_s_at,NM_016605,FAM53C
218024_at,NM_016098,MPC1
218025_s_at,NM_006117,ECI2
218030_at,NM_014030,GIT1
218032_at,AF070673,SNN
218036_x_at,NM_015938,NMD3
218039_at,NM_016359,NUSAP1
218042_at,NM_016129,COPS4
218043_s_at,NM_022461,AZI2
218045_x_at,NM_002824,PTMS
218056_at,NM_016561,BFAR
218057_x_at,NM_006067,EMC8
218059_at,NM_016096,ZNF706
218061_at,NM_014623,MEA1
218063_s_at,AF099664,CDC42EP4
218064_s_at,NM_014371,AKAP8L
218066_at,NM_006598,SLC12A7
218070_s_at,NM_013335,GMPPA
218075_at,NM_015665,AAAS
218078_s_at,NM_016598,ZDHHC3
218080_x_at,NM_007051,FAF1
218082_s_at,NM_014517,UBP1
218084_x_at,NM_014164,FXYD5
218086_at,NM_015392,NPDC1
218087_s_at,NM_015385,SORBS1
218088_s_at,NM_022157,RRAGC
218090_s_at,NM_018117,WDR11
218092_s_at,NM_004504,AGFG1
218095_s_at,NM_018475,TMEM165
218098_at,AL121903,ARFGEF2
218101_s_at,NM_004549,NDUFC2 /// NDUFC2-KCTD14
218111_s_at,NM_018686,CMAS
218113_at,NM_013390,TMEM2
218116_at,NM_016520,C9orf78
218117_at,NM_014248,RBX1
218119_at,NM_006327,TIMM23 /// TIMM23B
218120_s_at,D21243,HMOX2
218122_s_at,NM_021627,SENP2
218127_at,AI804118,NFYB
218132_s_at,NM_024075,TSEN34
218133_s_at,NM_021824,NIF3L1
218138_at,NM_018848,MKKS
218140_x_at,NM_021203,SRPRB
218142_s_at,NM_016302,CRBN
218143_s_at,NM_005697,SCAMP2
218145_at,NM_021158,TRIB3
218147_s_at,NM_018446,GLT8D1
218150_at,NM_012097,ARL5A /// LOC101929356
218152_at,NM_018200,HMG20A
218157_x_at,NM_020239,CDC42SE1
218158_s_at,NM_012096,APPL1
218160_at,NM_014222,NDUFA8
218166_s_at,NM_016578,RSF1
218171_at,AF195514,VPS4B
218173_s_at,NM_017778,WHSC1L1
218176_at,NM_022149,MAGEF1
218182_s_at,NM_021101,CLDN1
218183_at,NM_013399,CDIP1
218184_at,NM_020245,TULP4
218188_s_at,NM_012458,TIMM13
218189_s_at,NM_018946,NANS
218190_s_at,NM_013387,UQCR10
218192_at,NM_016291,IP6K2
218200_s_at,NM_004546,NDUFB2
218203_at,NM_013338,ALG5
218204_s_at,NM_024513,FYCO1
218205_s_at,NM_017572,MKNK2
218206_x_at,NM_016558,SCAND1
218207_s_at,NM_015894,STMN3
218212_s_at,NM_004531,MOCS2
218213_s_at,NM_014206,TMEM258
218215_s_at,NM_007121,NR1H2
218216_x_at,NM_016638,ARL6IP4
218217_at,NM_021626,SCPEP1
218219_s_at,NM_018697,LANCL2
218220_at,NM_021640,C12orf10
218221_at,AL042842,ARNT
218224_at,NM_006029,PNMA1
218226_s_at,NM_004547,NDUFB4
218227_at,NM_012225,NUBP2
218228_s_at,NM_025235,TNKS2
218231_at,NM_017567,NAGK
218232_at,NM_015991,C1QA
218236_s_at,NM_005813,PRKD3
218237_s_at,NM_030674,SLC38A1
218239_s_at,NM_012341,GTPBP4
218241_at,NM_005113,GOLGA5
218250_s_at,NM_013354,CNOT7
218253_s_at,NM_006893,EIF2D
218254_s_at,NM_016103,SAR1B
218256_s_at,NM_017426,NUP54
218257_s_at,NM_020120,UGGT1
218258_at,NM_015972,POLR1D
218263_s_at,NM_021211,ZBED5
218264_at,NM_016567,BCCIP
218266_s_at,NM_014286,NCS1
218267_at,NM_016550,CINP
218269_at,NM_013235,DROSHA
218273_s_at,NM_018444,PDP1
218275_at,NM_012140,SLC25A10
218276_s_at,NM_021818,SAV1
218283_at,NM_016305,SS18L2
218285_s_at,NM_020139,BDH2
218286_s_at,NM_014245,RNF7
218287_s_at,NM_012199,AGO1
218294_s_at,AF267865,NUP50
218306_s_at,NM_003922,HERC1
218308_at,NM_006342,TACC3
218310_at,NM_014504,KCTD7 /// RABGEF1
218311_at,NM_003618,MAP4K3
218313_s_at,NM_017423,GALNT7
218315_s_at,NM_016408,CDK5RAP1
218316_at,NM_012460,TIMM9
218318_s_at,NM_016231,NLK
218319_at,NM_020651,PELI1
218320_s_at,NM_019056,NDUFB11
218321_x_at,NM_016086,STYXL1
218322_s_at,NM_016234,ACSL5
218326_s_at,NM_018490,LGR4
218327_s_at,NM_004782,SNAP29
218336_at,NM_012394,PFDN2
218338_at,NM_004426,PHC1
218343_s_at,NM_012086,GTF3C3
218345_at,NM_018487,TMEM176A
218346_s_at,NM_014454,SESN1
218350_s_at,NM_015895,GMNN
218353_at,NM_025226,RGS5
218354_at,NM_016209,TRAPPC2L
218355_at,NM_012310,KIF4A
218356_at,NM_013393,FTSJ2
218357_s_at,NM_012459,TIMM8B
218360_at,NM_020673,RAB22A
218364_at,NM_017724,LRRFIP2
218367_x_at,NM_012475,USP21
218368_s_at,NM_016639,TNFRSF12A
218369_s_at,NM_016046,EXOSC1
218373_at,NM_022476,AKTIP
218374_s_at,NM_020374,C12orf4
218377_s_at,NM_016940,RWDD2B
218379_at,NM_016090,RBM7
218381_s_at,NM_007279,U2AF2
218384_at,NM_014316,CARHSP1
218386_x_at,NM_006447,USP16
218387_s_at,NM_012088,PGLS
218391_at,NM_007241,SNF8
218398_at,NM_016640,MRPS30
218400_at,NM_006187,OAS3
218401_s_at,NM_012482,ZNF281
218404_at,NM_013322,SNX10
218405_at,NM_013375,ABT1
218408_at,NM_012456,TIMM10
218409_s_at,NM_022365,DNAJC1
218412_s_at,NM_016328,GTF2IRD1
218413_s_at,NM_016331,ZNF639
218422_s_at,NM_022118,RBM26
218423_x_at,NM_016516,VPS54
218426_s_at,NM_019011,RNF216
218427_at,NM_006643,SDCCAG3
218432_at,NM_012175,FBXO3
218435_at,NM_013238,DNAJC15
218436_at,NM_022464,SIL1
218437_s_at,NM_020347,LZTFL1
218440_at,NM_020166,MCCC1
218443_s_at,NM_018959,DAZAP1
218445_at,NM_018649,H2AFY2
218450_at,NM_015987,HEBP1
218452_at,NM_014140,SMARCAL1
218455_at,NM_021100,NFS1
218457_s_at,NM_022552,DNMT3A
218458_at,NM_022471,GMCL1
218459_at,NM_022371,TOR3A
218461_at,NM_016301,GPN3
218467_at,NM_020232,PSMG2
218469_at,NM_013372,GREM1
218470_at,NM_015936,YARS2
218475_at,NM_022727,TRMT2A
218476_at,NM_007171,POMT1
218479_s_at,NM_022459,XPO4
218481_at,NM_020158,EXOSC5
218484_at,NM_020142,NDUFA4L2
218486_at,AA149594,KLF11
218487_at,BC000977,ALAD
218488_at,NM_020365,EIF2B3
218490_s_at,NM_018443,ZNF302
218494_s_at,NM_020062,SLC2A4RG
218495_at,NM_004182,UXT
218497_s_at,NM_002936,RNASEH1
218498_s_at,NM_014584,ERO1L
218499_at,NM_016542,MST4
218500_at,NM_016647,THEM6
218501_at,NM_019555,ARHGEF3
218502_s_at,NM_014112,TRPS1
218507_at,NM_013332,HILPDA
218508_at,NM_018403,DCP1A
218518_at,NM_016603,FAM13B
218520_at,NM_013254,TBK1
218523_at,NM_022126,LHPP
218524_at,NM_004424,E4F1
218529_at,NM_016579,CD320
218530_at,NM_013241,FHOD1
218536_at,AF052167,MRS2
218544_s_at,NM_005772,RCL1
218548_x_at,NM_015926,TEX264
218555_at,NM_013366,ANAPC2
218557_at,NM_020202,NIT2
218559_s_at,NM_005461,MAFB
218563_at,NM_004542,NDUFA3
218566_s_at,NM_012124,CHORDC1
218567_x_at,NM_005700,DPP3
218574_s_at,NM_014583,LMCD1
218575_at,NM_022662,ANAPC1 /// LOC730268
218576_s_at,NM_007240,DUSP12
218583_s_at,NM_020640,DCUN1D1
218587_s_at,NM_020231,POGLUT1
218589_at,NM_005767,LPAR6
218599_at,NM_005132,REC8
218603_at,NM_016217,HECA
218604_at,NM_014319,LEMD3
218609_s_at,NM_001161,NUDT2
218612_s_at,NM_005706,TSSC4
218617_at,NM_017646,TRIT1
218619_s_at,NM_003173,SUV39H1
218623_at,NM_015980,HMP19
218625_at,NM_016588,NRN1
218626_at,NM_019843,EIF4ENIF1
218629_at,NM_005631,SMO
218634_at,NM_012396,PHLDA3
218638_s_at,NM_012445,LOC100130872 /// SPON2
218644_at,NM_016445,PLEK2
218645_at,NM_021994,ZNF277
218649_x_at,NM_004713,NEMF
218653_at,NM_014252,SLC25A15
218656_s_at,NM_005780,LHFP
218657_at,NM_016339,RAPGEFL1
218660_at,NM_003494,DYSF
218662_s_at,NM_022346,NCAPG
218665_at,NM_012193,FZD4
218667_at,NM_022368,PJA1
218668_s_at,NM_021183,RAP2C
218670_at,NM_025215,PUS1
218671_s_at,NM_016311,ATPIF1
218673_s_at,NM_006395,ATG7
218675_at,NM_020372,SLC22A17
218676_s_at,NM_021213,PCTP
218677_at,NM_020672,S100A14
218679_s_at,NM_016208,VPS28
218680_x_at,NM_016400,HYPK /// MIR1282 /// SERF2 /// SERF2-C15ORF63
218681_s_at,NM_022044,SDF2L1
218683_at,NM_021190,PTBP2
218685_s_at,NM_014311,SMUG1
218686_s_at,NM_022450,RHBDF1
218689_at,NM_022725,FANCF
218693_at,NM_012339,TSPAN15
218696_at,NM_004836,EIF2AK3
218697_at,NM_016453,NCKIPSD
218699_at,BG338251,RAB29
218703_at,NM_012430,SEC22A
218708_at,NM_013248,NXT1
218711_s_at,NM_004657,SDPR
218715_at,NM_018428,UTP6
218718_at,NM_016205,PDGFC
218720_x_at,NM_012410,SEZ6L2
218729_at,NM_020169,LXN
218735_s_at,AA349848,ZNF544
218740_s_at,NM_025197,CDK5RAP3
218748_s_at,NM_006544,EXOC5
218755_at,NM_005733,KIF20A
218757_s_at,NM_023010,UPF3B
218758_s_at,NM_003683,RRP1
218763_at,NM_016930,STX18
218766_s_at,NM_015836,WARS2
218767_at,NM_020385,REXO4
218768_at,NM_020401,NUP107
218769_s_at,NM_023039,ANKRA2
218773_s_at,NM_012228,MSRB2
218780_at,NM_013312,HOOK2
218793_s_at,NM_006746,SCML1
218795_at,NM_016361,ACP6
218797_s_at,NM_016538,SIRT7
218801_at,NM_020121,UGGT2
218803_at,NM_018223,CHFR
218807_at,NM_006113,VAV3
218813_s_at,NM_020145,SH3GLB2
218818_at,NM_004468,FHL3
218825_at,NM_016215,EGFL7
218826_at,NM_017515,SLC35F2
218830_at,NM_016093,RPL26L1
218831_s_at,NM_004107,FCGRT
218832_x_at,NM_004041,ARRB1
218833_at,NM_016653,ZAK
218835_at,NM_006926,SFTPA1 /// SFTPA2
218845_at,NM_020185,DUSP22
218846_at,NM_004830,MED23
218847_at,NM_006548,IGF2BP2
218849_s_at,NM_006663,PPP1R13L
218850_s_at,NM_014240,LIMD1
218854_at,NM_013352,DSE
218855_at,NM_016372,TPRA1
218861_at,NM_022453,RNF25
218866_s_at,NM_016310,POLR3K
218868_at,NM_020445,ACTR3B
218869_at,NM_012213,MLYCD
218875_s_at,NM_012177,FBXO5
218876_at,NM_016140,TPPP3
218877_s_at,NM_021820,TRMT11
218878_s_at,NM_012238,SIRT1
218882_s_at,NM_006784,WDR3
218896_s_at,NM_018553,C17orf85
218900_at,NM_020184,CNNM4
218901_at,NM_020353,PLSCR4
218906_x_at,NM_022822,KLC2
218908_at,NM_024083,ASPSCR1
218909_at,NM_012424,RPS6KC1
218911_at,NM_006530,YEATS4
218913_s_at,NM_016573,GMIP
218918_at,NM_020379,MAN1C1
218923_at,AW304174,CTBS
218926_at,NM_018657,MYNN
218927_s_at,NM_018641,CHST12
218928_s_at,NM_018964,SLC37A1
218931_at,NM_022449,RAB17
218934_s_at,NM_014424,HSPB7
218935_at,NM_014600,EHD3
218939_at,NM_012318,LETM1
218941_at,NM_012164,FBXW2
218943_s_at,NM_014314,DDX58
218952_at,NM_013271,PCSK1N
218959_at,NM_017409,HOXC10
218960_at,NM_016425,TMPRSS4
218961_s_at,NM_007254,PNKP
218964_at,NM_006465,ARID3B
218966_at,NM_018728,MYO5C
218967_s_at,NM_030664,PTER
218976_at,NM_021800,DNAJC12
218983_at,NM_016546,C1RL
218985_at,NM_014580,SLC2A8
218988_at,NM_018656,SLC35E3
218990_s_at,NM_005416,SPRR3
218994_s_at,NM_022906,STAG3L4
218995_s_at,NM_001955,EDN1
218996_at,NM_013342,TFPT
218997_at,NM_022490,POLR1E
219004_s_at,NM_018944,MIS18A
219005_at,NM_012109,TMEM59L
219011_at,NM_020904,PLEKHA4
219017_at,NM_018638,ETNK1
219019_at,NM_018494,PIDD1
219020_at,NM_022460,HS1BP3
219024_at,NM_021622,PLEKHA1
219025_at,NM_020404,CD248
219026_s_at,NM_004841,RASAL2
219027_s_at,NM_006901,MYO9A
219028_at,NM_022740,HIPK2
219032_x_at,NM_014322,OPN3
219036_at,NM_024491,CEP70
219041_s_at,NM_014374,REPIN1
219048_at,NM_012327,PIGN
219050_s_at,NM_014205,ZNHIT2
219058_x_at,NM_022164,TINAGL1
219059_s_at,AL574194,LYVE1
219061_s_at,NM_006014,LAGE3
219072_at,NM_004765,BCL7C
219076_s_at,NM_018663,PXMP2
219077_s_at,NM_016373,WWOX
219079_at,NM_016230,CYB5R4
219080_s_at,NM_019857,CTPS2
219084_at,NM_022455,NSD1
219087_at,NM_017680,ASPN
219098_at,NM_014520,MYBBP1A
219099_at,NM_020375,C12orf5
219104_at,NM_016422,RNF141
219105_x_at,NM_014321,ORC6
219106_s_at,NM_006063,KLHL41
219110_at,NM_018983,GAR1
219112_at,NM_016340,RAPGEF6
219113_x_at,NM_016246,HSD17B14
219114_at,NM_016210,C3orf18
219115_s_at,NM_014432,IL20RA
219117_s_at,NM_016594,FKBP11
219119_at,NM_016200,LSM8
219123_at,NM_014519,ZNF232
219125_s_at,NM_018845,SLC50A1
219131_at,NM_013319,UBIAD1
219132_at,NM_021255,PELI2
219134_at,NM_022159,ELTD1
219140_s_at,NM_006744,RBP4
219148_at,NM_018492,PBK
219149_x_at,NM_016216,DBR1
219151_s_at,NM_007081,RABL2A /// RABL2B
219152_at,NM_015720,PODXL2
219155_at,NM_012417,PITPNC1
219157_at,NM_007246,KLHL2
219159_s_at,NM_021181,SLAMF7
219161_s_at,NM_016951,CKLF /// CKLF-CMTM1
219165_at,NM_021630,PDLIM2
219167_at,NM_016563,RASL12
219179_at,NM_016651,DACT1
219181_at,NM_006033,LIPG
219183_s_at,NM_013385,CYTH4
219184_x_at,NM_013337,TIMM22
219185_at,NM_012241,SIRT5
219187_at,NM_022110,FKBPL
219189_at,NM_024555,FBXL6
219191_s_at,NM_016293,BIN2
219192_at,NM_018449,UBAP2
219195_at,NM_013261,PPARGC1A
219196_at,NM_013243,SCG3
219197_s_at,AI424243,SCUBE2
219198_at,NM_012204,GTF3C4
219199_at,NM_014423,AFF4
219201_s_at,NM_020648,TWSG1
219205_at,NM_021947,SRR
219209_at,NM_022168,IFIH1
219210_s_at,NM_016530,RAB8B
219211_at,NM_017414,USP18
219212_at,NM_016299,HSPA14
219213_at,NM_021219,JAM2
219214_s_at,NM_021163,NT5C
219216_at,NM_019002,ETAA1
219226_at,NM_016507,CDK12
219228_at,NM_018555,ZNF331
219229_at,NM_013272,SLCO3A1
219244_s_at,NM_022163,MRPL46
219250_s_at,NM_013281,FLRT3
219255_x_at,NM_018725,IL17RB
219257_s_at,NM_021972,SPHK1
219259_at,NM_022367,SEMA4A
219264_s_at,NM_013239,LOC102725016 /// PPP2R3B
219266_at,NM_021632,ZNF350
219267_at,NM_016433,GLTP
219273_at,NM_003858,CCNK
219274_at,NM_012338,TSPAN12
219275_at,NM_004708,PDCD5
219278_at,NM_004672,MAP3K6
219280_at,NM_018963,BRWD1
219281_at,NM_012331,MSRA
219282_s_at,NM_015930,TRPV2
219285_s_at,NM_016350,NIN
219287_at,NM_014505,KCNMB4
219290_x_at,NM_014395,DAPP1
219291_at,NM_020234,DTWD1
219295_s_at,NM_013363,PCOLCE2
219296_at,NM_019028,ZDHHC13
219297_at,NM_019045,WDR44
219304_s_at,NM_025208,PDGFD
219305_x_at,NM_012168,FBXO2
219306_at,NM_020242,KIF15
219307_at,NM_020381,PDSS2
219308_s_at,NM_012093,AK5
219314_s_at,NM_016423,ZNF219
219317_at,NM_007195,POLI
219321_at,NM_022474,MPP5
219322_s_at,NM_017818,WRAP73
219323_s_at,NM_005699,IL18BP
219326_s_at,NM_006577,B3GNT2
219327_s_at,NM_022036,GPRC5C
219329_s_at,NM_016085,ATRAID
219333_s_at,NM_023083,CAPN10
219340_s_at,AF123759,CLN8
219350_s_at,NM_019887,DIABLO
219351_at,NM_014563,TRAPPC2
219358_s_at,NM_018404,ADAP2
219366_at,NM_020371,AVEN
219368_at,NM_021963,NAP1L2
219370_at,NM_019845,RPRM
219371_s_at,NM_016270,KLF2
219373_at,NM_018973,DPM3
219375_at,NM_006090,CEPT1
219380_x_at,NM_006502,POLH
219382_at,NM_013368,SERTAD3
219384_s_at,NM_012091,ADAT1
219386_s_at,NM_020125,SLAMF8
219391_at,NM_006085,BPNT1
219393_s_at,NM_005465,AKT3
219394_at,NM_024419,PGS1
219398_at,NM_022094,CIDEC
219399_at,NM_018362,LIN7C
219400_at,NM_003632,CNTNAP1
219401_at,NM_022167,XYLT2
219403_s_at,NM_006665,HPSE
219407_s_at,NM_006059,LAMC3
219412_at,NM_022337,RAB38
219414_at,NM_022131,CLSTN2
219415_at,NM_020659,TTYH1
219421_at,NM_012382,TTC33
219424_at,NM_005755,EBI3
219425_at,NM_014351,SULT4A1
219428_s_at,BF057649,PXMP4
219429_at,NM_024306,FA2H
219432_at,NM_014556,EVC
219434_at,NM_018643,TREM1
219436_s_at,NM_016242,EMCN
219437_s_at,NM_013275,ANKRD11
219439_at,NM_020156,C1GALT1
219440_at,NM_021785,RAI2
219445_at,NM_015711,GLTSCR1
219452_at,NM_022355,DPEP2
219454_at,NM_015507,EGFL6
219461_at,AJ236915,PAK6
219463_at,NM_012261,LAMP5
219464_at,NM_012113,CA14
219466_s_at,NM_001643,APOA2
219475_at,NM_013370,OSGIN1
219477_s_at,NM_018676,LOC101930578 /// MRPS31P5 /// THSD1
219478_at,NM_021197,WFDC1
219480_at,NM_005985,SNAI1
219482_at,NM_017438,SETD4
219483_s_at,NM_022825,PORCN
219484_at,NM_013320,HCFC2
219485_s_at,NM_002814,PSMD10
219488_at,NM_017436,A4GALT
219492_at,NM_012110,CHIC2
219494_at,NM_012415,RAD54B
219495_s_at,NM_013256,ZNF180
219497_s_at,NM_022893,BCL11A
219500_at,NM_013246,CLCF1
219505_at,NM_017424,CECR1
219508_at,NM_004751,GCNT3
219509_at,NM_021245,MYOZ1
219510_at,NM_006596,POLQ
219511_s_at,NM_005460,SNCAIP
219513_s_at,NM_005490,SH2D3A
219514_at,NM_012098,ANGPTL2
219515_at,NM_020228,PRDM10
219516_at,NM_021625,TRPV4
219521_at,NM_018644,B3GAT1
219522_at,NM_014344,FJX1
219528_s_at,NM_022898,BCL11B
219529_at,NM_004669,CLIC3
219532_at,NM_022726,ELOVL4
219535_at,NM_014586,HUNK
219537_x_at,NM_016941,DLL3
219540_at,AU150728,ZNF267
219543_at,NM_022129,PBLD
219547_at,NM_004376,COX15
219548_at,NM_006958,ZNF16
219549_s_at,NM_006054,RTN3
219550_at,NM_022370,ROBO3
219552_at,NM_024500,SVEP1
219553_at,NM_013330,NME7
219554_at,NM_016321,RHCG
219561_at,NM_016429,COPZ2
219564_at,NM_018658,KCNJ16
219565_at,NM_020674,CYP20A1
219568_x_at,NM_018419,SOX18
219571_s_at,NM_016265,ZNF12
219575_s_at,NM_022341,COG8 /// PDF
219577_s_at,NM_019112,ABCA7
219579_at,NM_013401,RAB3IL1
219584_at,NM_015900,PLA1A
219591_at,NM_016564,CEND1
219593_at,NM_016582,SLC15A3
219594_at,NM_016533,NINJ2
219595_at,NM_019591,ZNF26
219600_s_at,NM_006134,TMEM50B
219601_s_at,NM_015652,C10orf12
219603_s_at,NM_015919,ZNF226
219607_s_at,NM_024021,MS4A4A
219610_at,NM_022448,ARHGEF28
219612_s_at,NM_000509,FGG
219613_s_at,NM_016539,SIRT6
219614_s_at,NM_020208,SLC6A20
219615_s_at,NM_003740,KCNK5
219618_at,NM_016123,IRAK4
219621_at,NM_022111,CLSPN
219624_at,NM_004874,BAG4
219625_s_at,NM_005713,COL4A3BP
219628_at,NM_022470,ZMAT3
219630_at,NM_005764,PDZK1IP1
219632_s_at,AF196175,SHPK /// TRPV1
219634_at,NM_018413,CHST11
219638_at,NM_012170,FBXO22
219640_at,NM_014343,CLDN15
219643_at,NM_018557,LRP1B
219644_at,NM_016122,CEP83
219645_at,NM_001231,CASQ1
219647_at,NM_022135,POPDC2
219649_at,NM_013339,ALG6
219654_at,NM_014241,PTPLA
219656_at,NM_016580,PCDH12
219657_s_at,NM_016531,KLF3
219659_at,AU146927,ATP8A2
219661_at,NM_022897,RANBP17
219664_s_at,NM_020664,DECR2
219666_at,NM_022349,MS4A6A
219669_at,NM_020406,CD177
219671_at,AL136591,HPCAL4
219683_at,NM_017412,FZD3
219684_at,NM_022147,RTP4
219686_at,NM_018401,STK32B
219689_at,NM_020163,SEMA3G
219693_at,NM_020133,AGPAT4
219697_at,NM_006043,HS3ST2
219700_at,NM_020405,PLXDC1
219701_at,NM_014548,TMOD2
219702_at,NM_021796,PLAC1
219704_at,NM_015982,YBX2
219707_at,NM_014427,CPNE7
219708_at,NM_020201,NT5M
219712_s_at,NM_013276,SHPK /// TRPV1
